company_id,company_name,year,year_numeric,operating_activity,investing_activity,financing_activity,net_cash_flow,sales,operating_profit,net_profit,free_cash_flow_cr,cfo_quality_score,cfo_quality_label,capex_intensity_pct,capex_intensity_label,fcf_conversion_rate_pct,cfo_sign,cfi_sign,cff_sign,capital_allocation_pattern,negative_fcf_3yr_flag,negative_cfo_flag,financing_dependence_flag,capital_allocation_distress_flag,distress_flag,cashflow_health_score,cashflow_health_label
ADANIENSOL,Adani Energy Solutions Ltd,Mar 2021,2021,3784.0,-4009.0,-745.0,-969.0,9926.0,3950.0,1290.0,-225.0,2.933333333333333,High Quality,40.38887769494258,Capital Intensive,-5.69620253164557,+,-,-,Shareholder Returns,True,False,False,False,True,45,Watch
ADANIENSOL,Adani Energy Solutions Ltd,Mar 2022,2022,4097.0,-3936.0,-235.0,-75.0,11258.0,4206.0,1236.0,161.0,3.3147249190938513,High Quality,34.96180493871025,Capital Intensive,3.8278649548264383,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIENSOL,Adani Energy Solutions Ltd,Mar 2023,2023,3777.0,-4699.0,923.0,2.0,13293.0,4518.0,1281.0,-922.0,2.9484777517564402,High Quality,35.34943203189649,Capital Intensive,-20.407259849490924,+,-,+,Mixed,False,False,False,False,False,55,Watch
ADANIENSOL,Adani Energy Solutions Ltd,Mar 2024,2024,6038.0,-4943.0,-543.0,551.0,16607.0,5711.0,1196.0,1095.0,5.048494983277592,High Quality,29.764557114469802,Capital Intensive,19.17352477674663,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIENT,Adani Enterprises Ltd,Mar 2013,2013,7666.0,-14790.0,7199.0,75.0,46375.0,6021.0,1218.0,-7124.0,6.293924466338259,High Quality,31.892183288409704,Capital Intensive,-118.31921607706361,+,-,+,Mixed,False,False,False,False,False,55,Watch
ADANIENT,Adani Enterprises Ltd,Mar 2014,2014,8228.0,-8007.0,-1109.0,-888.0,54947.0,9383.0,2646.0,221.0,3.109599395313681,High Quality,14.572224143265327,Capital Intensive,2.3553234573164232,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIENT,Adani Enterprises Ltd,Mar 2015,2015,8532.0,-11465.0,3445.0,512.0,64465.0,12450.0,2298.0,-2933.0,3.7127937336814623,High Quality,17.784844489257736,Capital Intensive,-23.55823293172691,+,-,+,Mixed,False,False,False,False,False,55,Watch
ADANIENT,Adani Enterprises Ltd,Mar 2016,2016,5112.0,-1825.0,-3448.0,-161.0,34008.0,1684.0,1000.0,3287.0,5.112,High Quality,5.366384380145848,Moderate,195.19002375296913,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIENT,Adani Enterprises Ltd,Mar 2017,2017,774.0,-1460.0,716.0,30.0,36533.0,1902.0,925.0,-686.0,0.8367567567567568,Moderate,3.996386828346974,Moderate,-36.067297581493165,+,-,+,Mixed,False,False,False,False,False,45,Watch
ADANIENT,Adani Enterprises Ltd,Mar 2018,2018,2942.0,-7649.0,5120.0,413.0,35924.0,2038.0,594.0,-4707.0,4.952861952861953,High Quality,21.2921723638793,Capital Intensive,-230.96172718351323,+,-,+,Mixed,False,False,False,False,False,55,Watch
ADANIENT,Adani Enterprises Ltd,Mar 2019,2019,3236.0,2487.0,-6158.0,-436.0,40379.0,1969.0,506.0,5723.0,6.395256916996048,High Quality,6.159142128334035,Moderate,290.655154900965,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
ADANIENT,Adani Enterprises Ltd,Mar 2020,2020,2454.0,-1082.0,-221.0,1151.0,43403.0,2294.0,1040.0,1372.0,2.3596153846153847,High Quality,2.4929152362739906,Asset Light,59.80819529206626,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIENT,Adani Enterprises Ltd,Mar 2021,2021,4043.0,-8611.0,3109.0,-1459.0,39537.0,2506.0,1046.0,-4568.0,3.8652007648183555,High Quality,21.77959885676708,Capital Intensive,-182.28252194732642,+,-,+,Mixed,False,False,False,False,False,55,Watch
ADANIENT,Adani Enterprises Ltd,Mar 2022,2022,1385.0,-17041.0,15901.0,246.0,69420.0,3714.0,788.0,-15656.0,1.7576142131979695,High Quality,24.54768078363584,Capital Intensive,-421.5401184706516,+,-,+,Mixed,False,False,False,False,False,55,Watch
ADANIENT,Adani Enterprises Ltd,Mar 2023,2023,17626.0,-15459.0,-1198.0,970.0,127540.0,8818.0,2422.0,2167.0,7.277456647398844,High Quality,12.120903246040458,Capital Intensive,24.574733499659786,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIENT,Adani Enterprises Ltd,Mar 2024,2024,10312.0,-18767.0,8879.0,424.0,96421.0,11377.0,3335.0,-8455.0,3.0920539730134933,High Quality,19.463602327293845,Capital Intensive,-74.31660367407929,+,-,+,Mixed,False,False,False,False,False,55,Watch
ADANIGREEN,Adani Green Energy Ltd,Mar 2017,2017,28.0,-1511.0,1559.0,76.0,502.0,403.0,-47.0,-1483.0,-0.5957446808510638,Accrual Risk,300.996015936255,Capital Intensive,-367.99007444168734,+,-,+,Mixed,False,False,False,False,False,15,Distress
ADANIGREEN,Adani Green Energy Ltd,Mar 2018,2018,649.0,-4428.0,3942.0,162.0,1480.0,843.0,-138.0,-3779.0,-4.702898550724638,Accrual Risk,299.18918918918916,Capital Intensive,-448.2799525504152,+,-,+,Mixed,False,False,False,False,False,15,Distress
ADANIGREEN,Adani Green Energy Ltd,Mar 2019,2019,1625.0,-2666.0,1045.0,3.0,2058.0,1526.0,-475.0,-1041.0,-3.4210526315789473,Accrual Risk,129.54324586977648,Capital Intensive,-68.2175622542595,+,-,+,Mixed,True,False,False,False,True,0,Distress
ADANIGREEN,Adani Green Energy Ltd,Mar 2020,2020,1965.0,-3743.0,2161.0,383.0,2549.0,1450.0,-68.0,-1778.0,-28.897058823529413,Accrual Risk,146.8418987838368,Capital Intensive,-122.62068965517241,+,-,+,Mixed,True,False,False,False,True,0,Distress
ADANIGREEN,Adani Green Energy Ltd,Mar 2021,2021,1601.0,-9137.0,7083.0,-453.0,3124.0,2241.0,182.0,-7536.0,8.796703296703297,High Quality,292.4775928297055,Capital Intensive,-336.27844712182065,+,-,+,Mixed,True,False,False,False,True,35,Distress
ADANIGREEN,Adani Green Energy Ltd,Mar 2022,2022,3127.0,-18730.0,15986.0,383.0,5133.0,3512.0,489.0,-15603.0,6.394683026584867,High Quality,364.89382427430354,Capital Intensive,-444.2767653758542,+,-,+,Mixed,True,False,False,False,True,35,Distress
ADANIGREEN,Adani Green Energy Ltd,Mar 2023,2023,7265.0,-3857.0,-2973.0,435.0,7776.0,4970.0,973.0,3408.0,7.466598150051388,High Quality,49.60133744855967,Capital Intensive,68.57142857142857,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIGREEN,Adani Green Energy Ltd,Mar 2024,2024,7713.0,-21060.0,13953.0,606.0,9220.0,7318.0,1260.0,-13347.0,6.121428571428571,High Quality,228.4164859002169,Capital Intensive,-182.3858977862804,+,-,+,Mixed,False,False,False,False,False,55,Watch
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2013,2013,1379.0,-5136.0,4138.0,381.0,3577.0,2382.0,1639.0,-3757.0,0.8413666870042709,Moderate,143.58400894604418,Capital Intensive,-157.7246011754828,+,-,+,Mixed,False,False,False,False,False,45,Watch
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2014,2014,1132.0,-2510.0,772.0,-606.0,4830.0,2919.0,1741.0,-1378.0,0.6502010338885698,Moderate,51.96687370600414,Capital Intensive,-47.20794792737239,+,-,+,Mixed,False,False,False,False,False,45,Watch
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2015,2015,3057.0,-2485.0,-237.0,335.0,6152.0,3902.0,2324.0,572.0,1.3154044750430292,High Quality,40.39336801040312,Capital Intensive,14.659149154279858,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2016,2016,2381.0,-4153.0,2170.0,398.0,7109.0,4577.0,2856.0,-1772.0,0.8336834733893558,Moderate,58.418905612603744,Capital Intensive,-38.71531570897968,+,-,+,Mixed,False,False,False,False,False,45,Watch
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2017,2017,4063.0,-2629.0,-1325.0,109.0,8439.0,5418.0,3902.0,1434.0,1.0412608918503332,High Quality,31.152980210925463,Capital Intensive,26.46733111849391,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2018,2018,5608.0,-3846.0,-1889.0,-127.0,11323.0,7157.0,3690.0,1762.0,1.5197831978319782,High Quality,33.966263357767374,Capital Intensive,24.6192538773229,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2019,2019,6029.0,-4368.0,2313.0,3975.0,10925.0,6596.0,4045.0,1661.0,1.4904820766378244,High Quality,39.98169336384439,Capital Intensive,25.181928441479684,+,-,+,Mixed,False,False,False,False,False,85,Strong
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2020,2020,7402.0,-749.0,-4256.0,2397.0,11873.0,5947.0,3785.0,6653.0,1.9556142668428005,High Quality,6.308430893624189,Moderate,111.87153186480579,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2021,2021,7556.0,-14064.0,3514.0,-2994.0,12550.0,8688.0,5049.0,-6508.0,1.4965339671222024,High Quality,112.06374501992032,Capital Intensive,-74.90791896869244,+,-,+,Mixed,False,False,False,False,False,55,Watch
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2022,2022,10420.0,-5493.0,-586.0,4341.0,17119.0,9528.0,4953.0,4927.0,2.103775489602261,High Quality,32.087154623517726,Capital Intensive,51.710747271200674,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2023,2023,11900.0,-16716.0,-2734.0,-7550.0,20852.0,10947.0,5391.0,-4816.0,2.2073826748284175,High Quality,80.1649721849223,Capital Intensive,-43.99378825248927,+,-,-,Shareholder Returns,False,False,False,False,False,65,Healthy
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Mar 2024,2024,15018.0,-6768.0,-7800.0,450.0,26711.0,15589.0,8104.0,8250.0,1.8531589338598222,High Quality,25.337875781513237,Capital Intensive,52.92193213163128,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIPOWER,Adani Power Ltd,Mar 2013,2013,3001.0,-4064.0,861.0,-203.0,6692.0,960.0,-2295.0,-1063.0,-1.3076252723311548,Accrual Risk,60.72922893006575,Capital Intensive,-110.72916666666666,+,-,+,Mixed,False,False,False,False,False,15,Distress
ADANIPOWER,Adani Power Ltd,Mar 2014,2014,3238.0,-4700.0,1631.0,169.0,15328.0,4593.0,-291.0,-1462.0,-11.127147766323024,Accrual Risk,30.66283924843424,Capital Intensive,-31.83104724580884,+,-,+,Mixed,False,False,False,False,False,15,Distress
ADANIPOWER,Adani Power Ltd,Mar 2015,2015,5824.0,-4737.0,-1144.0,-58.0,18683.0,4678.0,-816.0,1087.0,-7.137254901960785,Accrual Risk,25.354600438901677,Capital Intensive,23.236425823001284,+,-,-,Reinvestor,False,False,False,False,False,55,Watch
ADANIPOWER,Adani Power Ltd,Mar 2016,2016,5257.0,-2692.0,-2713.0,-148.0,25377.0,8802.0,551.0,2565.0,9.540834845735027,High Quality,10.60803089411672,Capital Intensive,29.141104294478527,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIPOWER,Adani Power Ltd,Mar 2017,2017,4725.0,-1212.0,-3539.0,-26.0,22616.0,5980.0,-6174.0,3513.0,-0.7653061224489796,Accrual Risk,5.359037849310223,Moderate,58.745819397993316,+,-,-,Reinvestor,False,False,False,False,False,55,Watch
ADANIPOWER,Adani Power Ltd,Mar 2018,2018,5101.0,-520.0,-4600.0,-19.0,20304.0,5436.0,-2103.0,4581.0,-2.425582501188778,Accrual Risk,2.56107171000788,Asset Light,84.27152317880795,+,-,-,Reinvestor,False,False,False,False,False,55,Watch
ADANIPOWER,Adani Power Ltd,Mar 2019,2019,5610.0,-984.0,-4663.0,-37.0,23884.0,4983.0,-984.0,4626.0,-5.701219512195122,Accrual Risk,4.119912912409982,Moderate,92.83564118001205,+,-,-,Reinvestor,False,False,False,False,False,55,Watch
ADANIPOWER,Adani Power Ltd,Mar 2020,2020,5598.0,-2304.0,-2377.0,917.0,26468.0,5734.0,-2275.0,3294.0,-2.4606593406593404,Accrual Risk,8.704851141000454,Capital Intensive,57.446808510638306,+,-,-,Reinvestor,False,False,False,False,False,55,Watch
ADANIPOWER,Adani Power Ltd,Mar 2021,2021,7014.0,-2188.0,-5655.0,-828.0,26221.0,8688.0,1270.0,4826.0,5.522834645669291,High Quality,8.344456733152816,Capital Intensive,55.547882136279924,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ADANIPOWER,Adani Power Ltd,Mar 2022,2022,10233.0,774.0,-10338.0,669.0,27711.0,9881.0,4912.0,11007.0,2.0832654723127035,High Quality,2.793114647612861,Asset Light,111.39560773201094,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
ADANIPOWER,Adani Power Ltd,Mar 2023,2023,8431.0,1545.0,-10408.0,-433.0,38773.0,10096.0,10727.0,9976.0,0.7859606600167801,Moderate,3.984731643153741,Moderate,98.81141045958796,+,+,-,Liquidating Assets,False,False,False,False,False,75,Healthy
ADANIPOWER,Adani Power Ltd,Mar 2024,2024,14170.0,3481.0,-16864.0,787.0,50351.0,18228.0,20829.0,17651.0,0.6803015027125642,Moderate,6.9134674584417395,Moderate,96.83454026771999,+,+,-,Liquidating Assets,False,False,False,False,False,75,Healthy
AMBUJACEM,Ambuja Cements Ltd,Dec 2012,2012,1860.0,-388.0,-509.0,962.0,9749.0,2473.0,1292.0,1472.0,1.4396284829721362,High Quality,3.979895373884501,Moderate,59.522846744844315,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
AMBUJACEM,Ambuja Cements Ltd,Dec 2013,2013,1267.0,-496.0,-672.0,99.0,9161.0,1669.0,1278.0,771.0,0.9913928012519562,Moderate,5.414256085580177,Moderate,46.19532654284003,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
AMBUJACEM,Ambuja Cements Ltd,Dec 2014,2014,1675.0,-456.0,-721.0,498.0,9955.0,1934.0,1487.0,1219.0,1.1264290517821116,High Quality,4.580612757408337,Moderate,63.02998965873836,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
AMBUJACEM,Ambuja Cements Ltd,Dec 2015,2015,1557.0,-83.0,-900.0,574.0,9437.0,1542.0,808.0,1474.0,1.926980198019802,High Quality,0.8795167955918195,Asset Light,95.59014267185474,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
AMBUJACEM,Ambuja Cements Ltd,Dec 2016,2016,2810.0,-4165.0,-958.0,-2312.0,20094.0,3181.0,1434.0,-1355.0,1.9595536959553697,High Quality,20.727580372250422,Capital Intensive,-42.59666771455517,+,-,-,Shareholder Returns,False,False,False,False,False,65,Healthy
AMBUJACEM,Ambuja Cements Ltd,Dec 2017,2017,3416.0,-738.0,-1015.0,1663.0,23609.0,3858.0,1945.0,2678.0,1.7562982005141388,High Quality,3.125926553433013,Moderate,69.4142042509072,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
AMBUJACEM,Ambuja Cements Ltd,Dec 2018,2018,1703.0,-765.0,-719.0,220.0,26041.0,4011.0,2973.0,938.0,0.5728220652539522,Moderate,2.9376752044852346,Asset Light,23.38568935427574,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
AMBUJACEM,Ambuja Cements Ltd,Dec 2019,2019,4739.0,-1191.0,-629.0,2919.0,27104.0,4597.0,2783.0,3548.0,1.7028386633129715,High Quality,4.394185360094451,Moderate,77.18077006743529,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
AMBUJACEM,Ambuja Cements Ltd,Dec 2020,2020,4832.0,-1317.0,-3956.0,-441.0,24516.0,5006.0,3107.0,3515.0,1.5551979401351785,High Quality,5.3720019579050415,Moderate,70.2157411106672,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
AMBUJACEM,Ambuja Cements Ltd,Dec 2021,2021,5309.0,-2007.0,-516.0,2786.0,28965.0,6210.0,3711.0,3302.0,1.4306116949609269,High Quality,6.929052304505437,Moderate,53.17230273752013,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
AMBUJACEM,Ambuja Cements Ltd,Mar 2023,2023,735.0,-14481.0,2931.0,-10815.0,38937.0,5122.0,3024.0,-13746.0,0.24305555555555555,Accrual Risk,37.19084675244626,Capital Intensive,-268.3717297930496,+,-,+,Mixed,False,False,False,False,False,15,Distress
AMBUJACEM,Ambuja Cements Ltd,Mar 2024,2024,5646.0,-8941.0,5689.0,2394.0,33160.0,6400.0,4738.0,-3295.0,1.1916420430561419,High Quality,26.963208685162847,Capital Intensive,-51.48437500000001,+,-,+,Mixed,False,False,False,False,False,55,Watch
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2013,2013,443.0,-733.0,373.0,83.0,3769.0,612.0,303.0,-290.0,1.462046204620462,High Quality,19.44812947731494,Capital Intensive,-47.385620915032675,+,-,+,Mixed,False,False,False,False,False,55,Watch
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2014,2014,373.0,-356.0,-63.0,-46.0,4357.0,676.0,315.0,17.0,1.1841269841269841,High Quality,8.170759697039246,Capital Intensive,2.514792899408284,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2015,2015,470.0,-759.0,392.0,103.0,5129.0,737.0,335.0,-289.0,1.4029850746268657,High Quality,14.798206278026907,Capital Intensive,-39.21302578018996,+,-,+,Mixed,False,False,False,False,False,55,Watch
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2016,2016,597.0,-888.0,330.0,39.0,6150.0,684.0,235.0,-291.0,2.5404255319148934,High Quality,14.439024390243901,Capital Intensive,-42.54385964912281,+,-,+,Mixed,False,False,False,False,False,55,Watch
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2017,2017,623.0,-1152.0,477.0,-52.0,7256.0,734.0,131.0,-529.0,4.755725190839694,High Quality,15.87651598676957,Capital Intensive,-72.0708446866485,+,-,+,Mixed,True,False,False,False,True,35,Distress
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2018,2018,537.0,-405.0,-108.0,24.0,8243.0,801.0,60.0,132.0,8.95,High Quality,4.91325973553318,Moderate,16.479400749063668,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2019,2019,905.0,-711.0,-215.0,-20.0,9617.0,1070.0,200.0,194.0,4.525,High Quality,7.393157949464491,Moderate,18.13084112149533,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2020,2020,1293.0,-289.0,-910.0,94.0,11247.0,1591.0,432.0,1004.0,2.9930555555555554,High Quality,2.569574108651196,Asset Light,63.10496543054682,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2021,2021,1265.0,-880.0,-340.0,44.0,10560.0,1140.0,137.0,385.0,9.233576642335766,High Quality,8.333333333333332,Capital Intensive,33.771929824561404,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2022,2022,1696.0,-747.0,-792.0,158.0,14663.0,2189.0,1108.0,949.0,1.5306859205776173,High Quality,5.094455432039828,Moderate,43.35312928277752,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2023,2023,1377.0,-857.0,-633.0,-113.0,16612.0,2065.0,844.0,520.0,1.6315165876777251,High Quality,5.158921261738502,Moderate,25.181598062954,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Mar 2024,2024,1920.0,-1537.0,-311.0,72.0,19059.0,2394.0,935.0,383.0,2.053475935828877,High Quality,8.064431502177449,Capital Intensive,15.998329156223893,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Mar 2013,2013,1187.0,-463.0,-601.0,123.0,10504.0,1737.0,1160.0,724.0,1.0232758620689655,High Quality,4.407844630616908,Moderate,41.681059297639614,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Mar 2014,2014,1402.0,-586.0,-626.0,190.0,12220.0,2004.0,1263.0,816.0,1.110055423594616,High Quality,4.795417348608838,Moderate,40.7185628742515,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Mar 2015,2015,1188.0,-465.0,-576.0,147.0,13615.0,2243.0,1427.0,723.0,0.8325157673440785,Moderate,3.4153507161219245,Moderate,32.23361569326795,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Mar 2016,2016,2243.0,-866.0,-849.0,528.0,14271.0,2725.0,1803.0,1377.0,1.2440377149195785,High Quality,6.068250297806741,Moderate,50.53211009174312,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Mar 2017,2017,1527.0,-681.0,-756.0,90.0,15062.0,2994.0,2016.0,846.0,0.7574404761904762,Moderate,4.521311910768822,Moderate,28.256513026052104,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
